battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1721,1,1.8,1,19,0,28,0.8,140,1,13,1921,1874,1868,11,18,2,1,0,1,2
1507,0,0.7,0,19,0,18,0.2,178,5,8,1008,1559,2692,13,15,17,0,1,1,2
1853,1,2.7,1,13,1,16,0.5,101,3,10,756,777,2923,13,9,12,0,1,0,2
900,1,2.8,0,12,0,15,0.7,121,6,13,370,762,3870,19,5,12,0,1,1,3
1681,0,2.6,1,2,1,19,0.9,154,7,3,1271,1487,2518,6,11,13,0,1,1,2
1205,0,1.9,0,8,0,49,0.5,163,7,16,529,1593,2912,12,7,9,1,0,1,2
777,1,1.9,0,3,1,4,0.3,115,7,5,298,568,1386,7,12,18,0,0,0,0
756,0,3.0,1,10,1,3,0.6,94,7,0,232,1441,820,18,15,10,1,0,1,0
1343,0,1.1,0,16,1,36,0.5,141,3,10,1257,1296,630,12,9,11,1,0,0,0
979,0,0.7,0,4,0,16,0.8,157,4,18,1806,1953,665,18,0,12,0,1,0,1
652,1,1.9,1,19,1,54,0.6,172,6,15,495,1611,3352,9,10,4,1,1,0,2
1140,0,1.3,0,2,1,49,0.4,80,2,6,426,1862,408,7,16,5,0,1,0,0
1479,1,1.3,1,1,1,50,0.8,82,5,8,1202,551,2065,14,4,5,1,1,0,1
978,1,0.5,0,19,0,30,0.6,126,5,12,280,1645,2551,7,18,6,0,0,0,1
1933,1,2.0,0,2,0,29,0.3,148,8,4,173,1000,2773,10,6,5,0,0,1,2
1669,1,1.2,0,14,1,28,0.6,80,1,17,1250,1329,503,9,12,6,1,1,0,0
1269,0,1.0,0,15,0,14,1.0,100,1,6,1029,1816,3476,8,13,19,0,0,1,3
1901,0,0.6,0,6,0,37,0.7,130,1,4,56,1804,1892,6,3,8,1,1,0,2
1149,0,1.4,1,1,0,56,0.4,113,5,1,465,837,322,14,0,17,1,0,0,0
709,1,2.7,1,6,0,18,0.7,165,5,14,389,859,752,16,18,9,0,0,1,0
553,1,1.3,0,1,0,5,0.4,84,5,0,1336,1583,3472,10,13,17,0,0,0,2
1907,0,2.2,1,13,0,37,0.6,187,2,16,1305,1816,3786,9,11,16,0,0,1,3
1939,1,2.4,1,17,0,27,0.6,100,3,20,1466,1417,3069,7,5,17,0,0,1,3
1608,1,1.3,1,19,0,52,0.3,133,4,2,194,581,1503,15,2,7,0,0,0,1
654,0,2.6,0,16,0,55,0.4,199,1,2,1663,745,3799,17,5,3,0,1,0,3
940,0,2.2,1,15,0,61,0.9,160,7,19,410,1623,1288,13,10,7,1,1,0,0
561,0,1.9,0,17,0,26,0.3,200,1,2,1946,1611,1130,11,13,15,1,1,0,0
576,0,0.5,1,15,0,58,0.8,82,6,8,1709,1843,3119,14,6,14,1,0,0,2
869,0,0.6,1,13,0,9,0.7,167,4,18,900,1297,1462,18,4,15,1,0,1,1
1358,1,3.0,0,19,0,25,0.6,89,8,2,1540,1140,2202,19,4,20,0,1,0,1
598,1,2.5,0,6,0,18,0.2,154,6,13,1315,667,2731,7,18,6,0,0,1,1
1976,1,2.8,0,8,0,60,0.3,119,4,8,1517,1672,877,12,11,10,1,1,1,1
1182,0,2.8,1,18,1,39,0.3,174,6,9,36,1923,3721,18,18,11,0,1,1,3
895,1,0.6,1,6,0,25,0.6,95,1,19,164,567,878,14,0,4,0,0,1,0
1274,0,2.5,0,5,1,11,1.0,188,2,13,1774,1237,3971,17,8,14,1,0,0,3
1685,0,1.6,0,3,1,51,0.9,138,4,6,1532,1032,1294,19,8,2,1,1,1,1
968,1,2.5,0,5,1,43,0.1,142,7,19,1207,1616,1815,6,7,19,1,1,1,2
571,1,0.5,0,11,1,55,0.3,149,7,12,612,1644,1204,14,7,3,0,1,0,0
576,0,1.2,1,17,1,29,0.2,84,4,2,826,826,2274,12,1,4,0,0,1,1
1777,0,2.4,0,2,1,11,1.0,117,3,8,770,1927,259,9,0,5,1,0,1,0
667,1,2.5,0,13,1,23,0.3,165,8,5,851,705,894,14,14,18,0,1,1,0
1453,1,2.0,1,15,0,41,0.3,196,5,13,1232,1671,2200,6,8,18,0,1,0,2
1076,0,1.3,0,17,1,17,0.7,199,1,18,1486,1611,2853,12,3,19,1,1,0,3
1666,1,1.3,1,15,0,6,0.6,144,2,0,752,743,3859,11,6,17,1,1,1,3
590,1,2.9,1,3,0,53,0.3,111,7,16,1634,1510,3390,10,17,19,1,0,1,3
1846,0,1.6,0,9,1,35,0.7,137,8,19,177,905,3705,14,8,10,0,0,1,3
1547,1,1.6,1,19,1,26,0.2,136,8,20,1584,910,3245,19,18,2,1,1,1,3
1173,1,1.9,1,18,0,36,0.1,128,1,13,1326,629,3162,19,3,10,1,0,1,3
810,1,1.5,1,12,0,48,0.2,123,7,6,1001,1618,1550,15,2,6,1,1,0,1
1965,0,1.9,0,19,1,2,0.4,185,1,3,735,1710,3643,9,10,6,1,1,1,3
953,0,1.6,0,13,1,29,1.0,127,7,19,727,1256,3861,19,12,15,1,0,0,3
1235,1,2.6,0,1,0,18,0.6,83,8,8,706,1663,2178,19,18,5,1,0,1,1
1091,1,2.8,0,18,1,7,0.8,167,3,7,1854,1022,706,17,8,8,0,1,0,0
845,0,2.8,0,3,0,4,0.4,160,2,15,52,1347,415,18,3,9,0,0,1,0
1124,1,1.9,1,7,0,29,0.7,125,6,15,1243,1679,2104,17,10,3,0,0,1,2
727,1,1.6,1,4,0,36,1.0,156,1,16,1939,1145,2632,16,5,15,1,0,0,1
502,0,2.3,0,14,1,33,0.4,193,5,18,1066,1424,2331,15,3,16,0,0,0,2
934,1,2.6,0,0,0,51,1.0,191,3,18,1253,717,3610,14,1,12,1,1,0,3
668,0,1.9,0,12,0,30,0.7,175,4,3,1173,1260,2264,14,13,2,1,1,1,1
1122,0,2.2,0,17,0,39,0.8,150,7,3,991,1775,2730,10,12,16,1,0,1,2
1794,0,2.4,1,15,0,53,0.3,83,8,4,1235,1658,3092,18,3,10,0,0,0,3
743,0,2.2,0,6,1,43,0.7,141,4,13,1771,949,3605,14,10,7,1,1,1,2
501,1,2.4,0,17,0,59,0.6,179,3,12,1398,1316,2537,14,16,20,0,0,1,2
666,0,1.0,1,7,1,15,1.0,182,7,18,1665,1428,2342,16,15,18,1,1,0,2
1262,1,1.7,0,13,0,51,0.9,173,4,17,1084,1906,544,6,8,10,0,0,0,0
912,0,2.0,0,10,0,45,0.5,199,2,17,1516,1742,2660,18,1,10,0,0,0,3
1234,1,0.5,0,1,0,38,1.0,142,8,1,1716,1726,929,13,12,19,1,1,1,1
543,0,2.6,1,0,0,2,0.9,93,8,14,415,1628,1636,19,9,5,0,0,1,0
999,1,2.0,0,3,1,36,0.6,140,3,17,1685,1036,2248,6,17,9,1,0,1,2
1115,1,0.8,1,18,0,56,0.2,118,2,20,1346,1065,565,8,10,12,0,1,1,0
1146,1,2.5,1,19,1,42,0.2,181,2,7,867,1196,2855,19,14,8,0,0,1,2
1326,0,2.3,0,8,1,2,0.2,174,5,16,1518,1138,1306,15,10,7,0,0,0,1
1670,0,2.4,1,19,0,20,0.2,131,3,8,330,1935,2180,14,10,4,0,1,1,1
1200,0,1.5,1,0,0,37,1.0,126,5,3,1369,1812,1566,11,6,7,1,1,0,1
1761,0,2.6,0,19,1,53,0.3,99,7,7,1130,1841,1586,13,7,8,1,1,1,2
1294,0,1.5,1,4,0,30,0.7,85,1,5,1741,1410,1729,13,5,17,0,1,1,1
890,1,1.9,0,0,0,55,0.7,117,7,19,1217,786,447,7,8,8,0,1,1,0
843,0,0.5,0,15,0,52,0.7,109,1,3,1030,715,987,13,18,5,1,1,1,0
983,0,2.1,1,7,0,18,0.3,112,1,2,1026,911,3197,12,6,18,1,1,0,2
1396,0,2.3,0,5,0,14,0.6,200,6,12,1088,1475,712,9,8,8,0,1,1,1
863,1,1.9,0,15,1,58,0.7,162,5,12,1746,1046,2116,10,17,19,0,0,1,2
1871,1,1.7,0,6,1,39,0.6,146,8,11,1539,1482,780,16,2,4,0,0,1,1
1219,1,2.5,0,15,1,55,0.3,101,5,3,182,1818,2272,15,4,2,1,1,0,1
1794,0,2.2,1,3,0,60,0.8,181,4,10,1044,1001,2665,12,9,19,1,1,0,2
1524,0,1.2,1,1,0,28,0.2,158,6,19,563,1890,2011,14,7,3,0,1,1,2
1000,1,2.9,0,6,1,4,0.6,142,7,1,322,1267,3143,8,6,2,0,0,1,3
842,1,2.3,1,12,0,59,0.5,136,6,16,1697,1702,1249,12,14,14,1,0,1,1
1615,0,3.0,0,4,0,38,0.3,146,3,2,1681,589,2344,13,9,8,0,1,0,2
996,0,2.9,0,2,1,9,0.8,181,8,4,1842,913,1290,8,6,11,0,1,1,0
870,0,2.8,1,14,0,35,0.3,167,3,18,772,1895,2161,7,9,9,0,0,1,1
1895,1,2.4,1,9,1,3,0.9,138,3,6,835,1829,493,12,16,7,0,1,0,0
1223,0,2.0,0,8,0,20,0.9,160,3,10,1525,1355,1263,19,18,11,0,0,0,1
572,1,0.9,0,4,0,23,0.4,192,3,8,377,549,2904,11,4,6,1,0,0,1
1242,1,1.9,1,0,1,30,0.4,119,2,12,106,589,3168,18,0,6,0,0,1,2
1191,1,2.4,1,1,0,37,0.2,188,5,8,824,1133,1273,17,0,6,1,0,1,1
1795,1,1.8,0,13,1,54,0.9,153,6,9,1233,1846,1222,16,8,4,1,1,0,1
1567,0,2.7,1,1,0,24,0.7,102,4,17,894,1066,1373,18,11,11,1,0,0,1
787,1,0.8,1,4,0,48,0.1,197,8,11,414,1825,1301,11,0,12,1,0,0,0
725,0,1.5,1,18,1,61,0.6,163,4,11,1018,1302,3974,16,9,2,1,1,1,3
1405,0,1.8,0,6,1,49,0.2,126,4,16,1848,702,2693,7,7,10,1,0,0,3
571,0,1.6,1,14,1,18,0.6,105,1,8,538,1340,1700,9,17,16,1,0,0,0
978,0,0.8,1,6,1,44,0.6,190,8,17,784,1046,1985,13,11,2,0,1,0,1
707,0,0.9,1,18,1,19,0.2,179,2,15,613,837,2167,5,8,7,1,1,0,1
530,0,2.6,0,16,1,32,0.8,85,2,18,575,1512,2325,16,11,20,1,1,0,1
1878,0,1.7,0,9,0,41,0.3,156,8,9,1285,806,1702,18,2,10,0,0,1,1
634,0,0.6,1,13,1,20,0.6,93,5,11,734,1857,3903,6,9,2,0,0,0,3
513,0,0.5,0,8,1,2,0.7,115,1,2,1219,1704,1342,19,6,12,1,1,0,1
1899,0,1.7,1,18,0,54,1.0,148,4,2,38,1672,1855,6,3,9,0,1,1,1
782,1,0.9,1,7,1,47,0.5,110,5,2,1298,614,277,6,7,6,0,1,0,0
1724,0,2.3,0,16,0,9,0.9,142,1,13,206,1940,2096,16,12,3,1,0,1,2
546,0,2.5,1,12,0,25,0.4,131,7,6,739,1239,3455,15,11,18,0,0,0,3
730,0,1.1,1,12,0,18,0.9,150,6,6,1711,1598,3988,19,18,17,0,0,0,3
665,0,2.0,0,7,1,63,0.3,176,1,12,659,787,2027,11,5,14,1,0,1,0
1559,1,0.9,1,16,0,61,0.7,98,5,8,1368,1651,777,13,13,2,0,1,1,1
1430,1,1.3,1,14,0,45,0.2,176,2,2,689,979,2950,7,10,18,0,1,1,3
1213,1,2.7,0,16,0,29,1.0,106,6,11,1769,1559,2653,15,16,10,0,0,0,3
862,1,1.9,1,16,0,5,1.0,84,4,11,1865,915,3844,19,17,11,0,0,1,3
633,0,2.7,0,3,0,17,0.5,134,2,2,1782,1897,2146,13,13,18,0,0,0,2
1353,1,1.1,0,17,1,7,0.6,116,5,5,775,1562,266,18,8,10,0,0,0,0
846,0,1.3,1,16,1,51,0.6,102,4,4,622,1177,3627,10,10,6,1,1,1,3
1385,1,1.7,0,4,0,7,0.3,131,3,14,1188,1183,2782,19,12,6,1,1,0,3
1531,0,1.7,0,19,1,44,0.7,185,8,5,1601,500,3251,13,15,19,0,1,1,2
1774,1,3.0,0,10,1,62,0.7,150,6,0,1025,948,700,7,4,12,1,1,0,1
1240,0,0.8,1,6,0,21,0.6,168,4,5,1447,1683,1967,10,16,12,0,1,0,2
507,1,2.6,0,4,1,45,0.2,98,2,9,1718,1746,1970,12,15,13,0,1,0,1
921,0,2.7,1,7,1,57,0.9,89,5,16,1474,1998,1257,6,1,6,0,0,1,1
1780,1,1.9,0,0,0,28,0.2,120,1,1,723,628,3425,18,5,9,0,1,0,3
1299,1,1.4,0,13,1,30,0.7,173,8,18,489,875,959,8,4,20,1,1,1,0
1428,1,1.8,0,14,0,14,0.2,187,1,6,851,1648,523,15,11,4,0,1,0,0
1186,0,1.2,0,13,0,28,0.2,92,6,7,1127,1041,1133,18,3,20,0,1,1,1
744,0,2.5,0,10,1,57,0.1,137,3,0,1652,872,3960,11,5,7,0,1,0,3
1845,1,1.7,1,7,0,43,0.4,127,6,5,589,921,680,14,3,7,0,1,0,1
1659,0,2.8,0,14,0,14,0.7,170,3,9,315,1876,2430,12,1,2,0,0,1,2
1992,0,2.1,1,17,1,35,0.6,104,1,13,618,1785,941,16,8,14,1,1,0,0
1783,0,1.8,1,1,1,46,0.7,138,8,16,1165,508,1734,5,6,8,0,1,0,1
936,0,2.3,1,7,0,6,0.7,182,7,10,455,1760,2321,10,9,10,0,0,1,1
881,0,1.8,0,19,0,50,0.2,136,1,2,784,1334,329,14,4,13,1,1,1,0
872,0,2.8,1,17,0,14,0.2,174,1,8,503,1765,1158,6,5,14,0,0,0,0
1878,1,1.0,1,19,0,20,0.7,155,5,15,1933,1432,2452,17,16,20,1,1,0,2
1335,1,2.9,1,3,1,28,0.7,152,8,13,1005,1531,310,14,15,12,0,0,1,0
1181,0,2.5,1,9,1,33,0.6,111,5,12,1414,1365,2108,5,5,5,0,1,1,1
1952,0,2.7,0,2,0,59,0.3,200,1,10,1020,1601,2515,5,3,15,1,1,1,2
1405,0,1.7,1,17,0,16,0.8,110,6,10,20,1721,1061,7,18,3,0,0,1,0
1864,1,2.6,0,10,1,18,0.2,192,4,20,517,1261,863,14,12,18,0,1,0,0
1976,0,1.3,1,4,1,25,0.7,199,6,12,1646,668,2091,12,9,7,0,1,1,2
619,1,2.4,1,1,0,56,0.2,141,3,12,1002,639,2945,12,13,15,1,0,1,2
1042,1,0.9,1,14,1,62,0.7,185,1,7,1378,1122,303,13,4,4,0,1,1,0
1601,1,1.3,0,16,0,30,0.5,166,1,10,1493,1209,1520,12,8,9,1,1,1,2
1719,0,1.6,0,17,0,45,0.7,169,6,14,1100,1794,3997,10,7,15,0,0,0,3
722,1,1.3,1,19,1,59,0.1,88,6,18,1132,549,1512,5,13,13,1,0,1,0
977,1,1.5,1,16,1,55,0.6,96,3,16,463,1832,1499,5,3,2,1,0,0,1
1322,1,2.6,0,15,1,44,0.2,88,1,13,488,582,3017,15,9,2,1,0,1,2
1698,1,1.1,0,16,1,36,0.7,83,7,16,292,1247,2053,16,15,20,1,1,1,1
669,1,2.4,0,19,0,64,0.2,181,2,0,583,1133,1720,8,3,12,1,1,0,0
1401,0,0.7,1,9,1,17,0.2,101,2,5,1232,1336,3193,8,2,18,0,0,1,3
944,1,2.4,0,15,0,24,0.7,80,4,5,1820,563,371,11,15,3,0,0,1,0
824,1,2.5,0,16,0,46,0.2,193,6,13,862,1645,2923,14,16,11,0,1,1,2
1273,0,1.5,1,2,1,3,0.3,113,8,15,1180,701,1680,13,8,12,0,0,0,1
1121,0,2.3,0,13,0,33,0.8,178,6,3,1689,1668,3581,13,0,19,1,1,0,3
1453,1,2.8,1,6,0,55,0.8,196,8,4,1328,1349,2969,5,10,15,0,0,1,2
976,0,2.5,0,2,1,13,0.9,143,6,10,514,1831,3779,11,5,13,1,1,1,3
1734,0,1.5,1,3,1,52,0.4,192,7,20,551,1967,737,16,11,7,1,1,1,0
617,1,1.7,1,2,1,27,0.6,197,2,0,1250,1764,964,13,2,20,0,1,1,0
1792,1,2.4,1,17,0,56,0.8,97,1,18,564,1177,3636,17,15,8,0,0,0,3
544,1,1.2,0,15,1,41,0.2,97,6,4,487,1121,1717,15,13,7,1,0,0,0
1603,0,2.5,0,2,0,11,0.8,124,8,5,1160,1493,3308,18,12,15,0,0,1,3
1019,0,1.3,0,12,1,48,0.2,147,6,13,1247,1473,2826,13,9,20,0,0,0,2
1075,1,2.5,1,13,1,5,0.9,175,3,15,496,1684,2126,13,4,18,0,1,0,1
528,1,0.7,0,10,1,17,0.7,102,4,18,94,1224,424,13,17,5,1,1,1,0
1553,0,0.6,0,12,1,57,0.5,103,1,0,1506,1193,532,8,5,17,0,0,1,1
748,0,3.0,0,18,0,57,0.5,117,3,1,768,676,2939,11,6,8,0,0,1,1
1488,0,2.7,1,10,0,4,0.3,112,6,10,1241,753,620,7,17,6,0,0,0,0
1587,1,2.7,1,13,1,25,0.4,193,2,11,338,1731,274,11,0,19,1,1,0,0
1767,0,2.9,1,11,1,7,0.8,127,4,5,616,1982,1077,7,2,20,1,0,0,1
1562,1,1.6,1,7,0,19,0.6,185,3,13,1188,1402,3677,12,14,9,0,0,0,3
952,0,1.2,1,17,0,62,0.6,86,4,5,243,1015,2600,19,6,2,0,0,0,2
1607,1,0.8,0,8,0,14,0.3,92,7,19,621,586,2944,11,11,5,1,0,1,3
1738,0,1.8,0,15,0,42,0.7,177,8,3,1409,564,2697,16,11,12,0,1,1,2
975,1,1.1,0,12,1,52,0.5,110,4,13,1512,1514,2372,11,15,3,1,1,1,2
686,1,2.8,0,13,0,57,0.3,89,7,11,692,1462,1215,18,11,6,0,1,0,0
1835,0,0.5,0,15,0,24,0.9,151,6,2,224,924,1861,8,8,4,1,1,1,1
721,0,0.9,0,14,1,45,0.6,97,8,12,50,782,2295,17,10,20,1,1,0,1
1390,1,1.1,0,11,0,32,0.6,87,6,3,1090,603,3954,15,14,8,1,1,0,3
854,1,1.0,0,12,0,8,1.0,129,5,11,1360,1522,3621,18,7,9,1,0,0,3
689,1,1.1,1,10,1,16,0.4,146,6,13,1164,1409,3012,6,3,10,0,0,0,2
1664,1,2.1,1,6,0,49,0.9,143,3,1,794,999,3300,18,9,2,1,1,1,3
715,1,1.3,1,14,1,45,0.7,150,6,4,43,1597,3277,18,18,12,1,1,1,2
1505,1,2.0,0,17,1,34,0.7,82,6,6,443,1767,2755,9,2,19,1,1,1,3
1539,0,2.7,0,14,1,51,0.3,115,5,19,70,1275,3345,14,3,17,0,1,0,3
590,1,2.0,1,15,0,45,0.1,121,1,4,906,893,530,13,18,6,1,0,0,0
759,0,2.2,1,16,1,23,0.5,115,5,19,604,508,337,5,15,2,1,1,0,0
1691,0,1.4,0,7,1,20,0.1,147,6,11,139,1692,1918,12,2,16,1,0,1,1
1260,0,0.9,0,1,0,61,0.2,107,2,19,1194,1364,460,14,4,17,0,0,1,0
682,0,1.3,0,6,1,63,0.6,156,7,17,726,1020,1526,8,13,19,0,1,1,0
1987,0,2.9,1,15,1,3,0.8,193,7,6,1887,509,998,10,14,12,0,0,0,1
897,1,2.1,0,16,1,51,0.3,159,5,11,818,1720,3840,13,13,10,1,0,0,3
506,0,1.2,1,10,0,10,0.8,127,8,15,178,1888,2708,18,16,16,0,1,1,1
1886,0,1.6,0,15,1,56,1.0,132,7,1,1382,1221,413,5,9,15,1,1,1,0
524,0,2.6,1,1,0,39,0.8,150,4,13,1378,900,2591,19,16,16,1,1,0,1
1330,1,2.2,1,12,0,45,0.8,167,8,9,1822,1429,2997,17,11,7,1,0,1,3
1989,1,1.9,1,13,0,46,0.7,116,8,0,1358,1805,1473,17,9,19,1,0,1,2
1366,1,2.7,0,10,0,40,0.3,84,1,18,709,1380,3560,5,12,2,1,1,0,2
1376,0,2.2,1,14,0,17,0.4,165,8,5,1312,518,3897,13,8,3,0,0,1,3
1082,1,2.1,1,9,1,52,1.0,160,1,18,1565,792,3926,10,11,14,0,0,0,3
690,1,1.0,0,10,1,36,0.7,92,4,4,1012,645,604,18,15,12,1,1,1,0
1359,0,0.8,0,12,0,36,0.8,155,8,11,1558,1116,1936,16,18,12,1,1,1,1
1845,1,2.9,0,15,0,22,1.0,88,6,7,1895,1176,3163,14,11,19,0,1,1,3
636,0,2.0,0,4,1,2,0.3,157,3,18,1480,1302,1913,5,0,18,1,0,0,2
1820,1,1.5,0,6,1,36,0.4,170,6,20,983,1637,2055,18,11,15,0,1,0,2
1122,1,2.0,1,8,1,23,0.7,81,2,16,966,668,1484,12,4,5,0,1,0,0
1304,0,0.7,1,4,0,43,0.1,167,2,17,1643,1912,1823,7,4,3,0,1,1,2
748,1,2.6,1,6,0,24,0.6,94,8,16,1711,895,2855,18,16,4,0,0,1,2
1432,0,1.0,1,7,0,63,0.8,112,1,6,514,1281,351,18,8,13,1,1,0,0
773,0,2.5,1,6,0,44,0.6,165,8,19,19,816,3248,12,15,15,1,1,0,2
909,1,1.8,1,8,1,30,0.4,122,4,11,1581,1032,2980,14,7,17,1,1,1,3
1582,1,1.2,0,10,0,46,0.8,198,1,7,462,1748,774,14,11,3,0,0,0,0
575,1,0.6,1,13,1,42,0.2,195,7,4,1954,566,3144,9,12,7,1,1,0,3
1170,1,2.5,0,6,1,41,0.9,199,1,14,70,1224,2207,16,16,8,1,1,0,2
1391,0,0.9,0,16,1,38,0.2,92,3,5,1784,1374,1449,19,3,14,0,0,1,1
698,1,0.6,0,9,0,60,0.9,101,2,13,1329,1354,1960,19,10,2,1,0,0,1
942,1,2.4,1,14,0,22,0.5,102,7,1,596,1069,2190,15,7,17,0,1,0,1
1015,1,1.4,0,2,0,29,0.5,150,4,13,68,1066,1044,10,8,3,0,0,0,0
1495,1,1.5,1,3,0,17,0.6,132,6,13,1659,1862,2525,18,16,11,1,1,0,3
1965,1,1.1,1,9,1,37,0.3,170,1,11,234,861,2611,18,2,19,1,0,1,2
1754,1,2.6,0,7,1,64,0.5,114,6,13,186,1219,1632,5,10,5,0,0,0,1
784,0,1.2,0,9,0,40,0.9,104,6,20,1549,1046,1979,10,7,15,0,1,1,0
527,0,1.0,0,3,1,15,0.8,158,3,17,1328,1647,2560,13,17,12,1,0,0,2
577,0,1.3,1,9,1,60,0.2,154,8,9,249,1707,2140,13,4,17,0,1,1,1
1393,1,1.0,0,13,0,51,0.7,163,4,18,670,1771,1880,15,4,13,1,1,0,1
734,1,1.3,1,14,1,29,0.9,117,6,20,1306,627,3835,12,1,18,0,1,0,3
846,0,0.7,0,4,1,11,0.8,143,2,3,1291,647,3542,5,8,9,0,1,0,2
1771,1,0.9,1,6,1,27,0.5,192,8,7,710,1062,1676,7,0,5,0,1,1,2
1810,1,1.5,1,10,1,52,0.1,153,2,15,808,1160,2945,16,9,14,0,0,1,3
1758,0,2.7,1,10,0,38,0.9,192,6,10,156,594,3288,15,4,20,1,1,0,3
880,0,0.6,1,15,1,13,0.5,132,1,2,17,1839,669,14,7,10,1,1,0,0
1429,1,1.0,0,7,1,11,0.4,85,1,9,1897,1844,2471,11,11,17,1,0,0,3
1416,0,2.8,1,13,0,62,0.8,172,2,7,453,1136,3248,9,13,18,1,0,0,3
777,1,2.7,0,17,1,30,0.3,135,8,15,1818,1653,470,9,1,14,0,0,0,0
1330,1,2.2,0,5,1,45,0.9,85,2,10,83,1347,1519,15,2,17,1,0,1,1
1287,1,1.1,0,16,0,24,0.2,96,8,2,1941,1484,3242,12,6,12,1,0,1,3
1094,0,1.5,1,6,0,7,0.8,117,5,1,837,1808,3757,6,9,17,1,0,1,3
1627,1,1.0,1,6,1,27,1.0,103,1,6,1580,637,3970,10,16,8,1,1,0,3
1516,0,0.8,1,13,1,45,1.0,162,4,3,1647,848,2514,17,2,11,0,0,0,2
1298,0,1.4,0,12,0,23,0.9,153,4,18,690,1141,415,13,1,3,0,1,1,0
1588,0,1.9,0,10,0,40,0.9,119,3,5,1447,1840,359,17,11,5,1,0,0,0
1644,0,1.4,1,4,1,29,0.4,90,5,13,655,1387,3292,12,18,13,0,1,0,3
1350,0,2.0,1,1,0,23,1.0,89,7,2,1547,1095,3004,12,15,15,1,1,0,2
901,1,1.2,1,18,0,18,0.9,194,8,9,1880,543,981,19,10,2,1,1,1,0
1637,0,1.4,0,17,0,18,0.6,121,5,19,1582,1388,745,12,0,3,1,1,1,1
1576,1,2.5,0,17,0,18,0.5,92,8,13,1427,904,801,7,10,2,0,0,1,0
1975,0,2.7,0,10,1,47,0.2,166,8,6,729,991,3539,11,8,11,0,1,1,3
724,0,1.3,1,17,0,23,0.6,185,1,15,213,1992,3118,14,8,8,0,0,0,2
1128,1,1.9,0,9,1,48,0.7,94,6,10,992,1290,3805,10,9,3,1,1,1,3
1886,1,1.2,1,1,1,21,0.5,194,7,4,254,707,681,11,10,17,1,1,1,0
1271,1,0.6,0,3,1,22,0.5,167,1,20,997,573,2858,18,13,12,0,1,1,2
1913,1,2.3,0,5,1,60,0.6,110,5,19,1704,1081,3713,11,3,2,0,0,1,3
518,0,0.9,1,7,1,57,0.1,173,8,11,222,597,2250,9,1,15,0,0,1,0
552,0,1.6,0,18,1,27,1.0,130,3,0,1766,1142,3153,6,0,19,1,1,0,2
1694,1,1.7,0,6,1,18,0.4,156,7,8,1172,1121,2509,11,7,9,1,0,1,2
1037,1,1.0,1,12,0,47,0.2,95,8,10,92,1818,282,16,9,20,0,1,0,0
1280,0,0.7,0,5,1,6,0.1,109,6,19,1412,1002,1861,9,14,9,1,0,1,1
1142,0,1.4,1,12,0,30,0.9,173,6,15,0,914,1234,12,8,3,0,0,0,1
1111,1,2.9,0,11,0,39,0.9,177,5,4,1198,1423,568,14,10,4,1,1,1,0
1909,1,2.0,0,3,0,44,0.2,81,4,10,995,1457,2485,18,18,3,0,0,1,3
641,0,1.5,0,9,1,8,0.2,105,4,3,1462,556,3732,17,14,7,1,0,1,3
1658,0,0.6,0,2,1,2,0.5,153,5,9,737,625,457,9,13,9,1,0,0,0
1834,1,2.0,0,17,0,19,0.3,189,4,11,233,751,1488,7,6,10,0,1,1,1
1486,0,0.7,1,14,1,9,0.8,161,7,10,759,1664,2762,15,2,11,1,1,1,2
1092,0,1.9,0,18,0,33,0.2,165,7,8,1493,814,1426,8,17,18,1,1,0,0
740,0,2.4,0,17,0,59,0.6,127,3,9,1870,1988,692,10,10,2,0,1,1,1
1523,1,1.6,1,4,0,20,0.4,86,5,16,408,1160,972,6,1,19,1,1,0,0
1203,0,1.2,0,14,1,30,0.5,172,2,10,689,1899,348,16,9,6,0,0,1,0
724,0,0.6,0,2,0,15,0.5,176,2,0,1719,870,3970,7,1,20,1,0,0,3
1039,0,0.6,1,19,0,4,0.2,133,3,15,613,1135,2095,10,18,4,1,1,0,1
1942,1,1.6,1,15,1,46,0.3,141,1,12,480,706,3784,11,10,3,1,0,0,3
898,0,2.7,0,13,0,18,0.2,108,7,14,1630,1768,2822,5,14,4,1,0,1,2
767,0,1.1,0,19,1,36,0.2,134,2,14,964,1395,1563,16,8,7,1,0,1,0
1522,0,1.9,0,16,1,45,1.0,109,3,3,1143,613,3783,14,0,19,0,1,1,3
799,1,2.2,1,17,0,54,0.4,130,3,20,955,1615,1229,13,12,10,1,1,1,0
1879,1,0.7,0,2,1,13,0.4,96,2,20,1182,1829,932,7,12,5,0,0,0,1
1788,1,0.9,1,0,1,38,0.2,153,3,3,527,1527,3270,5,4,14,0,1,0,3
1975,0,1.3,0,19,0,59,0.8,109,6,4,1435,1711,2327,5,13,11,1,1,1,2
1868,1,2.2,0,5,0,32,0.9,167,8,5,709,913,1837,14,4,15,1,1,0,1
865,0,1.6,1,8,0,4,0.8,142,2,20,1026,1147,2457,16,13,16,1,1,0,2
818,1,2.3,0,0,0,18,0.7,188,2,19,363,1780,3878,16,14,16,0,1,0,3
1013,0,2.7,0,12,0,52,0.8,106,4,5,22,1411,1304,17,2,4,0,0,0,0
